t,Tv,Ti,absdT
0,1.33333333333334,0.999999999999999,0.333333333333336
0.0037714285714266,1.33287673904762,1.00034244571428,0.332534293333335
0.0075428571428532,1.3324212392732,1.0006840705451,0.331737168728099
0.0113142857142798,1.3319668313864,1.0010248764602,0.330941954926197
0.0150857142857064,1.33151351276983,1.00136486542263,0.330148647347203
0.018857142857133,1.33106128081238,1.00170403939071,0.329357241421673
0.0226285714285596,1.33061013290921,1.00204240031809,0.328567732591116
0.0263999999999862,1.33016006646169,1.00237995015373,0.327780116307966
0.0301714285714128,1.32971107887746,1.0027166908419,0.326994388035561
0.0339428571428394,1.32926316757035,1.00305262432224,0.326210543248112
0.037714285714266,1.32881632996039,1.00338775252971,0.32542857743068
0.0414857142856926,1.3283705634738,1.00372207739465,0.324648486079149
0.0452571428571192,1.32792586554297,1.00405560084277,0.323870264700198
0.0490285714285458,1.32748223360644,1.00438832479517,0.323093908811279
0.0527999999999724,1.32703966510891,1.00472025116832,0.322319413940588
0.056571428571399,1.32659815750117,1.00505138187412,0.321546775627042
0.0603428571428256,1.32615770824014,1.00538171881989,0.32077598942025
0.0641142857142522,1.32571831478885,1.00571126390836,0.32000705088049
0.0678857142856788,1.32527997461639,1.00604001903771,0.319239955578682
0.0716571428571054,1.32484268519792,1.00636798610156,0.318474699096364
0.075428571428532,1.32440644401467,1.006695166989,0.317711277025665
0.0791999999999586,1.32397124855387,1.00702156358459,0.316949684969281
0.0829714285713852,1.32353709630883,1.00734717776838,0.316189918540446
0.0867428571428118,1.32310398477881,1.00767201141589,0.315431973362914
0.0905142857142384,1.3226719114691,1.00799606639817,0.314675845070925
0.094285714285665,1.32224087389096,1.00831934458178,0.313921529309188
0.0980571428570916,1.32181086956163,1.00864184782878,0.313169021732849
0.101828571428518,1.32138189600427,1.0089635779968,0.312418318007472
0.105599999999945,1.32095395074801,1.009284536939,0.311669413809009
0.109371428571371,1.32052703132787,1.0096047265041,0.310922304823778
0.113142857142798,1.32010113528482,1.00992414853638,0.310176986748438
0.116914285714225,1.31967626016569,1.01024280487573,0.309433455289963
0.120685714285651,1.31925240352321,1.01056069735759,0.308691706165617
0.124457142857078,1.31882956291596,1.01087782781303,0.307951735102933
0.128228571428504,1.31840773590839,1.01119419806871,0.307213537839682
0.131999999999931,1.31798692007077,1.01150980994692,0.306477110123854
0.135771428571358,1.31756711297922,1.01182466526559,0.305742447713633
0.139542857142784,1.31714831221564,1.01213876583827,0.305009546377369
0.143314285714211,1.31673051536775,1.01245211347419,0.304278401893556
0.147085714285637,1.31631372002903,1.01276470997823,0.303549010050808
0.150857142857064,1.31589792379876,1.01307655715093,0.302821366647834
0.154628571428491,1.31548312428195,1.01338765678854,0.302095467493415
0.158399999999917,1.31506931908936,1.01369801068298,0.301371308406376
0.162171428571344,1.31465650583747,1.0140076206219,0.300648885215568
0.16594285714277,1.31424468214848,1.01431648838864,0.299928193759839
0.169714285714197,1.31383384565029,1.01462461576228,0.299209229888013
0.173485714285624,1.31342399397649,1.01493200451763,0.298491989458862
