t,Tv,Ti,absdT
0,1.33333333333333,1,0.333333333333334
0.00359999999999796,1.33293381333333,1.00039952,0.332534293333332
0.00719999999999592,1.33253525103072,1.00079808230262,0.331737168728096
0.0107999999999939,1.33213764412976,1.00119568920357,0.330941954926193
0.0143999999999918,1.33174099034027,1.00159234299307,0.330148647347199
0.0179999999999898,1.3313452873775,1.00198804595583,0.329357241421669
0.0215999999999878,1.33095053296222,1.00238280037111,0.328567732591111
0.0251999999999857,1.33055672482065,1.00277660851269,0.327780116307961
0.0287999999999837,1.33016386068445,1.00316947264889,0.326994388035556
0.0323999999999817,1.32977193829072,1.00356139504261,0.326210543248107
0.0359999999999796,1.32938095538201,1.00395237795133,0.325428577430675
0.0395999999999776,1.32899090970624,1.0043424236271,0.324648486079143
0.0431999999999755,1.32860179901676,1.00473153431657,0.323870264700191
0.0467999999999735,1.3282136210723,1.00511971226103,0.323093908811272
0.0503999999999715,1.32782637363696,1.00550695969638,0.322319413940581
0.0539999999999694,1.32744005448019,1.00589327885315,0.321546775627035
0.0575999999999674,1.32705466137679,1.00627867195655,0.320775989420242
0.0611999999999654,1.32667019210691,1.00666314122643,0.320007050880482
0.0647999999999633,1.326286644456,1.00704668887733,0.319239955578674
0.0683999999999613,1.32590401621485,1.00742931711849,0.318474699096356
0.0719999999999592,1.3255223051795,1.00781102815384,0.317711277025657
0.0755999999999572,1.3251415091513,1.00819182418203,0.316949684969272
0.0791999999999552,1.32476162593689,1.00857170739645,0.316189918540438
0.0827999999999531,1.32438265334812,1.00895067998522,0.315431973362905
0.0863999999999511,1.32400458920213,1.00932874413121,0.314675845070916
0.0899999999999491,1.32362743132126,1.00970590201208,0.313921529309178
0.093599999999947,1.32325117753309,1.01008215580025,0.313169021732839
0.097199999999945,1.3228758256704,1.01045750766294,0.312418318007462
0.100799999999943,1.32250137357117,1.01083195976217,0.311669413808998
0.104399999999941,1.32212781907855,1.01120551425478,0.310922304823767
0.107999999999939,1.32175516004088,1.01157817329245,0.310176986748427
0.111599999999937,1.32138339431164,1.01194993902169,0.309433455289951
0.115199999999935,1.32101251974947,1.01232081358387,0.308691706165605
0.118799999999933,1.32064253421813,1.01269079911521,0.30795173510292
0.122399999999931,1.3202734355865,1.01305989774683,0.307213537839669
0.125999999999929,1.31990522172859,1.01342811160475,0.306477110123842
0.129599999999927,1.31953789052348,1.01379544280986,0.305742447713621
0.133199999999925,1.31917143985535,1.01416189347799,0.305009546377356
0.136799999999923,1.31880586761344,1.0145274657199,0.304278401893543
0.140399999999921,1.31844117169206,1.01489216164127,0.303549010050794
0.143999999999918,1.31807734999058,1.01525598334276,0.30282136664782
0.147599999999916,1.31771440041337,1.01561893291997,0.3020954674934
0.151199999999914,1.31735232086985,1.01598101246349,0.301371308406361
0.154799999999912,1.31699110927444,1.01634222405889,0.300648885215553
0.15839999999991,1.31663076354658,1.01670256978676,0.299928193759824
0.161999999999908,1.31627128161067,1.01706205172267,0.299209229887997
0.165599999999906,1.31591266139609,1.01742067193724,0.298491989458847
0.169199999999904,1.3155549008372,1.01777843249613,0.297776468341074
0.172799999999902,1.31519799787331,1.01813533546003,0.297062662413283
0.1763999999999,1.31484195044865,1.01849138288469,0.296350567563957
0.179999999999898,1.31448675651239,1.01884657682095,0.295640179691437
0.183599999999896,1.31413241401861,1.01920091931472,0.294931494703894
0.187199999999894,1.31377892092632,1.01955441240701,0.294224508519308
0.190799999999892,1.31342627519939,1.01990705813395,0.293519217065445
0.19439999999989,1.31307447480658,1.02025885852675,0.292815616279832
0.197999999999888,1.31272351772153,1.0206098156118,0.292113702109734
0.201599999999886,1.31237340192273,1.0209599314106,0.291413470512132
0.205199999999884,1.31202412539352,1.02130920793982,0.290714917453696
0.208799999999882,1.31167568612205,1.02165764721128,0.290018038910769
0.21239999999988,1.31132808210133,1.022005251232,0.289322830869334
